station,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,metadata
33229,2010-01-01,    7.6,0, 28.9,25, 22.8,25, 10.9,25, 69.1,26, 99.1,26,"name=BELMONT AGFORCE                         "
33229,2010-01-02,    3.6,0, 31.4,25, 23.7,25, 16.4,25, 57.0,26, 89.4,26,"latitude= -23.2231"
33229,2010-01-03,    0.0,0, 32.7,25, 23.8,25, 20.8,25, 53.2,26, 89.2,26,"longitude= 150.3839"
33229,2010-01-04,    0.0,0, 32.0,25, 24.2,25, 16.1,25, 51.7,26, 81.5,26,"elevation=   9.0 m"
33229,2010-01-05,    0.0,0, 31.6,25, 22.6,25, 15.8,25, 57.0,26, 96.7,26,"reference=rxnjhg"
33229,2010-01-06,   12.0,0, 29.5,25, 23.3,25, 13.2,25, 67.4,26, 97.2,26,"extracted=20230714"
33229,2010-01-07,    0.0,0, 29.1,25, 23.6,25,  7.4,25, 66.5,26, 92.0,26,"dataset=BoM Only"
33229,2010-01-08,   27.8,0, 27.8,25, 21.6,25,  8.0,25, 68.3,26, 98.9,26,"Please read our web site for information about the meanings of the codes, and other information"
33229,2010-01-09,    9.2,0, 30.4,25, 22.0,25, 25.5,25, 56.4,26, 92.7,26,""
33229,2010-01-10,    0.0,0, 30.5,25, 22.2,25, 27.2,25, 54.3,26, 88.6,26,""
33229,2010-01-11,    0.0,0, 31.1,25, 21.9,25, 28.3,25, 51.3,26, 88.3,26,""
33229,2010-01-12,    0.0,0, 31.5,25, 21.6,25, 28.1,25, 50.6,26, 90.7,26,""
33229,2010-01-13,    0.0,0, 31.7,25, 22.0,25, 28.0,25, 53.1,26, 93.8,26,""
33229,2010-01-14,    0.0,0, 31.9,25, 22.4,25, 26.3,25, 53.1,26, 92.7,26,""
33229,2010-01-15,    1.6,0, 30.9,25, 23.5,25, 19.8,25, 60.4,26, 93.3,26,""
33229,2010-01-16,    0.0,0, 31.8,25, 22.9,25, 26.5,25, 50.4,26, 84.9,26,""
33229,2010-01-17,    0.0,0, 33.2,25, 22.6,25, 27.5,25, 47.2,26, 87.6,26,""
33229,2010-01-18,    0.0,0, 35.2,25, 21.5,25, 25.5,25, 45.0,26, 99.9,26,""
33229,2010-01-19,    0.0,0, 34.9,25, 23.7,25, 29.2,25, 29.1,26, 55.6,26,""
33229,2010-01-20,    0.0,0, 33.0,25, 20.9,25, 27.6,25, 48.1,26, 98.0,26,""
33229,2010-01-21,    0.0,0, 32.7,25, 23.6,25, 27.7,25, 48.9,26, 83.1,26,""
33229,2010-01-22,    0.0,0, 31.7,25, 22.7,25, 26.0,25, 46.4,26, 78.7,26,""
33229,2010-01-23,    0.0,0, 31.8,25, 23.6,25, 18.9,25, 50.2,26, 81.0,26,""
33229,2010-01-24,    0.0,0, 30.7,25, 23.9,25, 16.4,25, 57.1,26, 85.0,26,""
33229,2010-01-25,    0.0,0, 29.6,25, 24.0,25, 13.4,25, 64.4,26, 89.5,26,""
33229,2010-01-26,    0.0,0, 32.0,25, 24.5,25, 21.3,25, 51.5,26, 79.7,26,""
33229,2010-01-27,    0.0,0, 32.1,25, 23.4,25, 25.8,25, 48.3,26, 80.3,26,""
33229,2010-01-28,    0.0,0, 31.2,25, 22.9,25, 20.7,25, 53.5,26, 87.1,26,""
33229,2010-01-29,    0.0,0, 31.7,25, 22.0,25, 17.6,25, 55.6,26, 98.4,26,""
33229,2010-01-30,    0.0,0, 31.4,25, 24.4,25, 15.5,25, 58.5,26, 88.0,26,""
33229,2010-01-31,    9.8,0, 27.0,25, 24.3,25,  7.4,25, 75.2,26, 88.2,26,""
33229,2010-02-01,   59.6,0, 30.7,25, 21.9,25, 15.5,25, 68.2,26,100.0,26,""
33229,2010-02-02,   44.0,0, 26.5,25, 21.7,25, 11.1,25, 81.2,26,100.0,26,""
33229,2010-02-03,    7.4,0, 25.4,25, 21.7,25,  8.7,25, 85.4,26,100.0,26,""
33229,2010-02-04,   18.0,0, 27.6,25, 21.7,25, 17.8,25, 72.6,26,100.0,26,""
33229,2010-02-05,    0.0,0, 31.1,25, 22.2,25, 22.6,25, 62.9,26,100.0,26,""
33229,2010-02-06,    0.0,0, 30.4,25, 23.3,25, 20.1,25, 66.6,26,100.0,26,""
33229,2010-02-07,    3.4,0, 31.4,25, 22.8,25, 22.8,25, 64.4,26,100.0,26,""
33229,2010-02-08,    0.0,0, 29.3,25, 23.6,25, 16.7,25, 71.7,26,100.0,26,""
33229,2010-02-09,   17.6,0, 29.8,25, 22.6,25, 20.2,25, 67.9,26,100.0,26,""
33229,2010-02-10,    0.0,0, 29.9,25, 23.1,25, 21.7,25, 63.1,26, 94.1,26,""
33229,2010-02-11,    0.0,0, 30.8,25, 22.2,25, 14.6,25, 57.0,26, 94.6,26,""
33229,2010-02-12,    0.0,0, 30.8,25, 23.0,25, 22.8,25, 58.5,26, 92.6,26,""
33229,2010-02-13,    0.0,0, 31.2,25, 22.9,25, 24.9,25, 58.1,26, 94.6,26,""
33229,2010-02-14,    0.0,0, 31.7,25, 23.9,25, 23.4,25, 65.9,26,100.0,26,""
33229,2010-02-15,    0.0,0, 32.1,25, 24.9,25, 20.3,25, 67.8,26,100.0,26,""
33229,2010-02-16,    8.0,0, 31.3,25, 24.7,25, 17.6,25, 73.1,26,100.0,26,""
33229,2010-02-17,   22.0,0, 28.4,25, 24.2,25, 10.2,25, 80.7,26,100.0,26,""
33229,2010-02-18,   11.2,0, 27.4,25, 23.9,25, 10.8,25, 81.9,26,100.0,26,""
33229,2010-02-19,    9.6,0, 27.1,25, 22.8,25,  7.1,25, 74.7,26, 96.6,26,""
33229,2010-02-20,    0.0,0, 26.7,25, 22.7,25, 12.0,25, 76.2,26, 96.8,26,""
33229,2010-02-21,   13.0,0, 29.1,25, 23.5,25, 14.5,25, 72.0,26,100.0,26,""
33229,2010-02-22,    0.0,0, 30.8,25, 23.4,25, 22.9,25, 61.7,26, 95.2,26,""
33229,2010-02-23,    0.0,0, 32.4,25, 23.2,25, 25.1,25, 61.5,26,100.0,26,""
33229,2010-02-24,    0.0,0, 32.1,25, 23.5,25, 25.2,25, 61.9,26,100.0,26,""
33229,2010-02-25,    2.0,0, 28.7,25, 23.4,25,  7.8,25, 72.4,26, 99.1,26,""
33229,2010-02-26,    4.0,0, 28.5,25, 22.6,25, 14.5,25, 59.9,26, 85.0,26,""
33229,2010-02-27,    0.0,0, 29.5,25, 21.4,25, 21.9,25, 58.9,26, 95.4,26,""
33229,2010-02-28,    0.0,0, 30.9,25, 23.2,25, 16.5,25, 64.3,26,100.0,26,""
33229,2010-03-01,    0.0,0, 31.7,25, 24.9,25, 11.7,25, 65.9,26, 97.8,26,""
33229,2010-03-02,    0.0,0, 32.0,25, 25.0,25, 16.3,25, 66.0,26, 99.2,26,""
33229,2010-03-03,    0.0,0, 29.8,25, 22.1,25, 13.9,25, 62.5,26, 98.5,26,""
33229,2010-03-04,    0.0,0, 29.9,25, 23.6,25, 15.2,25, 63.1,26, 91.3,26,""
33229,2010-03-05,    0.0,0, 30.8,25, 24.2,25, 17.9,25, 72.3,26,100.0,26,""
33229,2010-03-06,    0.0,0, 32.9,25, 23.5,25, 19.5,25, 58.6,26,100.0,26,""
33229,2010-03-07,    0.0,0, 32.0,25, 24.1,25, 20.9,25, 61.6,26, 97.6,26,""
33229,2010-03-08,    0.0,0, 28.6,25, 23.9,25, 13.6,25, 73.8,26, 97.5,26,""
33229,2010-03-09,    0.0,0, 31.1,25, 23.4,25, 23.3,25, 62.9,26, 98.7,26,""
33229,2010-03-10,    0.0,0, 31.5,25, 23.7,25, 19.3,25, 58.0,26, 91.5,26,""
33229,2010-03-11,   11.2,0, 29.5,25, 23.2,25, 14.5,25, 65.3,26, 94.6,26,""
33229,2010-03-12,    8.8,0, 27.9,25, 21.7,25,  9.2,25, 64.4,26, 93.3,26,""
33229,2010-03-13,    7.4,0, 28.0,25, 21.4,25, 18.5,25, 55.0,26, 81.6,26,""
33229,2010-03-14,    0.0,0, 27.8,25, 19.8,25, 17.0,25, 55.1,26, 89.2,26,""
33229,2010-03-15,    2.4,0, 29.3,25, 20.4,25, 22.5,25, 52.5,26, 89.3,26,""
33229,2010-03-16,    0.0,0, 29.8,25, 20.5,25, 22.2,25, 51.0,26, 88.8,26,""
33229,2010-03-17,    0.0,0, 29.4,25, 20.4,25, 18.2,25, 50.7,26, 86.8,26,""
33229,2010-03-18,    0.0,0, 28.7,25, 20.7,25, 21.4,25, 49.0,26, 79.1,26,""
33229,2010-03-19,    0.0,0, 29.2,25, 20.2,25, 18.4,25, 50.3,26, 86.2,26,""
33229,2010-03-20,    0.0,0, 27.3,25, 21.0,25,  8.7,25, 59.0,26, 86.1,26,""
33229,2010-03-21,   40.6,0, 26.5,25, 22.9,25,  6.1,25, 87.8,26,100.0,26,""
33229,2010-03-22,   75.0,0, 25.9,25, 23.7,25,  6.7,25, 85.3,26, 97.3,26,""
33229,2010-03-23,    0.0,0, 29.2,25, 21.7,25, 21.1,25, 60.7,26, 94.8,26,""
33229,2010-03-24,    0.0,0, 29.1,25, 20.6,25, 22.6,25, 59.8,26, 99.4,26,""
33229,2010-03-25,    0.0,0, 28.6,25, 20.8,25, 20.8,25, 60.8,26, 96.9,26,""
33229,2010-03-26,    0.0,0, 29.0,25, 20.8,25, 18.9,25, 59.2,26, 96.5,26,""
33229,2010-03-27,    0.0,0, 28.5,25, 20.5,25, 19.7,25, 62.2,26,100.0,26,""
33229,2010-03-28,    5.2,0, 28.3,25, 21.4,25, 16.5,25, 67.3,26,100.0,26,""
33229,2010-03-29,    5.8,0, 29.4,25, 20.9,25, 20.0,25, 60.5,26,100.0,26,""
33229,2010-03-30,    0.0,0, 29.3,25, 20.6,25, 15.7,25, 63.6,26,100.0,26,""
33229,2010-03-31,    0.0,0, 29.4,25, 21.4,25, 14.2,25, 64.7,26,100.0,26,""
33229,2010-04-01,    0.0,0, 28.3,25, 22.0,25, 11.5,25, 69.2,26,100.0,26,""
33229,2010-04-02,    0.0,0, 29.3,25, 21.2,25, 18.8,25, 61.8,26,100.0,26,""
33229,2010-04-03,    0.0,0, 28.7,25, 21.2,25, 18.4,25, 61.0,26, 95.4,26,""
33229,2010-04-04,    0.0,0, 28.5,25, 21.6,25, 16.6,25, 58.3,26, 88.0,26,""
33229,2010-04-05,    0.0,0, 28.4,25, 19.7,25, 20.8,25, 58.4,26, 98.5,26,""
33229,2010-04-06,    0.0,0, 27.6,25, 20.4,25, 16.2,25, 58.8,26, 90.6,26,""
33229,2010-04-07,    0.0,0, 29.0,25, 18.6,25, 17.8,25, 56.7,26,100.0,26,""
33229,2010-04-08,    0.0,0, 29.8,25, 21.2,25, 20.0,25, 63.2,26,100.0,26,""
33229,2010-04-09,    0.0,0, 32.7,25, 20.5,25, 21.3,25, 53.8,26,100.0,26,""
33229,2010-04-10,    0.0,0, 31.9,25, 22.2,25, 19.0,25, 59.0,26,100.0,26,""
33229,2010-04-11,    0.0,0, 32.6,25, 23.2,25, 20.2,25, 57.9,26,100.0,26,""
33229,2010-04-12,    3.0,0, 31.6,25, 23.0,25, 17.8,25, 60.2,26, 99.7,26,""
33229,2010-04-13,   23.6,0, 24.2,25, 19.1,25, 10.7,25, 60.3,26, 82.4,26,""
33229,2010-04-14,    0.0,0, 28.0,25, 19.1,25, 18.0,25, 51.3,26, 87.8,26,""
33229,2010-04-15,    0.0,0, 28.1,25, 18.8,25, 18.1,25, 54.2,26, 95.0,26,""
33229,2010-04-16,    0.0,0, 28.2,25, 18.6,25, 18.8,25, 52.6,26, 93.8,26,""
33229,2010-04-17,    0.0,0, 28.5,25, 20.2,25, 17.9,25, 54.2,26, 89.2,26,""
33229,2010-04-18,    0.0,0, 28.5,25, 19.8,25, 16.1,25, 57.8,26, 97.5,26,""
33229,2010-04-19,    0.0,0, 26.2,25, 20.7,25,  7.2,25, 65.3,26, 91.0,26,""
33229,2010-04-20,    0.0,0, 28.4,25, 19.9,25, 14.4,25, 57.6,26, 96.0,26,""
33229,2010-04-21,    0.0,0, 28.4,25, 20.1,25, 16.3,25, 59.2,26, 97.4,26,""
33229,2010-04-22,    0.0,0, 27.6,25, 21.1,25, 10.1,25, 66.4,26, 98.0,26,""
33229,2010-04-23,    0.0,0, 27.9,25, 20.8,25, 14.0,25, 64.1,26, 98.1,26,""
33229,2010-04-24,    0.0,0, 29.3,25, 20.3,25, 17.9,25, 57.7,26, 98.7,26,""
33229,2010-04-25,    0.0,0, 31.2,25, 21.0,25, 18.1,25, 59.2,26,100.0,26,""
33229,2010-04-26,    0.0,0, 29.2,25, 20.1,25, 19.3,25, 42.5,26, 73.1,26,""
33229,2010-04-27,    0.0,0, 27.6,25, 18.4,25, 12.1,25, 52.8,26, 92.2,26,""
33229,2010-04-28,    0.0,0, 27.5,25, 19.4,25, 13.3,25, 58.0,26, 94.6,26,""
33229,2010-04-29,    0.0,0, 28.8,25, 19.2,25, 15.2,25, 57.1,26,100.0,26,""
33229,2010-04-30,    0.0,0, 28.5,25, 18.1,25, 16.3,25, 61.4,26,100.0,26,""
33229,2010-05-01,    0.0,0, 28.4,25, 17.8,25, 17.9,25, 58.4,26,100.0,26,""
33229,2010-05-02,    0.0,0, 28.1,25, 18.9,25, 16.5,25, 55.2,26, 96.2,26,""
33229,2010-05-03,    0.0,0, 27.5,25, 19.0,25, 17.1,25, 55.3,26, 92.4,26,""
33229,2010-05-04,    0.0,0, 27.6,25, 18.2,25, 17.9,25, 57.1,26,100.0,26,""
33229,2010-05-05,    0.0,0, 29.0,25, 16.6,25, 18.1,25, 53.7,26,100.0,26,""
33229,2010-05-06,    0.0,0, 29.7,25, 14.7,25, 19.4,25, 38.6,26, 96.3,26,""
33229,2010-05-07,    0.0,0, 26.5,25, 11.1,25, 19.8,25, 32.1,26, 84.1,26,""
33229,2010-05-08,    0.0,0, 26.5,25, 13.4,25, 16.9,25, 44.8,26,100.0,26,""
33229,2010-05-09,    0.0,0, 26.6,25, 17.7,25, 17.0,25, 49.4,26, 85.0,26,""
33229,2010-05-10,    0.0,0, 26.9,25, 16.1,25, 14.3,25, 52.5,26,100.0,26,""
33229,2010-05-11,    0.0,0, 26.6,25, 17.6,25, 15.1,25, 59.2,26,100.0,26,""
33229,2010-05-12,    0.0,0, 28.5,25, 14.8,25, 16.3,25, 54.2,26,100.0,26,""
33229,2010-05-13,    0.0,0, 25.9,25, 11.8,25, 19.6,25, 23.6,26, 57.1,26,""
33229,2010-05-14,    0.0,0, 26.2,25,  7.0,25, 18.7,25, 27.1,26, 91.9,26,""
33229,2010-05-15,    0.0,0, 25.4,25,  8.2,25, 14.1,25, 34.5,26,100.0,26,""
33229,2010-05-16,    0.0,0, 22.5,25, 14.3,25,  4.9,25, 46.6,26, 78.0,26,""
33229,2010-05-17,    1.5,0, 20.4,25, 15.7,25,  6.0,25, 75.6,26,100.0,26,""
33229,2010-05-18,    0.0,0, 24.9,25, 13.5,25, 17.6,25, 45.4,26, 92.5,26,""
33229,2010-05-19,    0.0,0, 24.9,25,  8.7,25, 18.4,25, 41.0,26,100.0,26,""
33229,2010-05-20,    0.0,0, 23.7,25,  9.3,25, 10.5,25, 48.8,26,100.0,26,""
33229,2010-05-21,    1.5,0, 25.6,25, 15.9,25,  9.9,25, 57.6,26,100.0,26,""
33229,2010-05-22,    0.0,0, 26.4,25, 16.1,25, 16.2,25, 52.6,26, 99.0,26,""
33229,2010-05-23,    0.0,0, 25.7,25, 11.6,25, 17.2,25, 48.5,26,100.0,26,""
33229,2010-05-24,    0.0,0, 25.4,25,  9.6,25, 15.6,25, 48.7,26,100.0,26,""
33229,2010-05-25,    0.0,0, 25.0,25, 14.0,25, 10.2,25, 66.6,26,100.0,26,""
33229,2010-05-26,    3.5,0, 27.3,25, 19.5,25, 16.7,25, 63.9,26,100.0,26,""
33229,2010-05-27,    0.0,0, 24.2,25, 10.5,25, 17.5,25, 43.7,26,100.0,26,""
33229,2010-05-28,    0.0,0, 25.1,25,  9.1,25, 16.4,25, 45.2,26,100.0,26,""
33229,2010-05-29,    0.0,0, 26.6,25, 13.1,25, 10.8,25, 50.0,26,100.0,26,""
33229,2010-05-30,    0.0,0, 24.6,25, 10.6,25, 17.4,25, 48.2,26,100.0,26,""
33229,2010-05-31,    0.0,0, 23.4,25,  7.1,25, 17.4,25, 36.5,26,100.0,26,""
33229,2010-06-01,    0.0,0, 24.1,25,  6.9,25, 15.9,25, 42.0,26,100.0,26,""
33229,2010-06-02,    0.0,0, 24.9,25,  8.1,25, 15.4,25, 44.8,26,100.0,26,""
33229,2010-06-03,    0.0,0, 21.1,25, 11.5,25,  9.8,25, 67.2,26,100.0,26,""
33229,2010-06-04,    0.0,0, 25.4,25,  9.2,25, 15.9,25, 47.8,26,100.0,26,""
33229,2010-06-05,    0.0,0, 25.1,25,  9.6,25, 17.0,25, 39.2,26,100.0,26,""
33229,2010-06-06,    0.0,0, 24.3,25,  9.7,25, 16.6,25, 41.5,26,100.0,26,""
33229,2010-06-07,    0.0,0, 22.3,25,  6.4,25, 16.9,25, 34.2,26, 95.8,26,""
33229,2010-06-08,    0.0,0, 24.4,25,  6.7,25, 16.0,25, 34.0,26,100.0,26,""
33229,2010-06-09,    0.0,0, 25.8,25, 12.2,25, 14.2,25, 53.3,26,100.0,26,""
33229,2010-06-10,    0.0,0, 22.5,25, 10.7,25, 13.5,25, 35.2,26, 74.7,26,""
33229,2010-06-11,    0.0,0, 17.4,25,  9.2,25,  9.5,25, 47.3,26, 80.8,26,""
33229,2010-06-12,    0.0,0, 21.8,25,  9.7,25, 16.9,25, 28.7,26, 62.4,26,""
33229,2010-06-13,    0.0,0, 21.8,25,  8.2,25,  8.2,25, 30.3,26, 72.7,26,""
33229,2010-06-14,    0.0,0, 20.0,25, 13.6,25,  5.7,25, 73.2,26,100.0,26,""
33229,2010-06-15,    3.5,0, 23.4,25, 16.3,25,  8.9,25, 58.4,26, 90.7,26,""
33229,2010-06-16,    0.0,0, 24.2,25, 13.3,25, 14.5,25, 54.0,26,100.0,26,""
33229,2010-06-17,    0.0,0, 24.8,25, 13.5,25, 15.3,25, 55.9,26,100.0,26,""
33229,2010-06-18,    0.0,0, 25.7,25, 12.0,25, 12.9,25, 56.3,26,100.0,26,""
33229,2010-06-19,    0.0,0, 18.4,25, 15.4,25,  5.2,25, 71.9,26, 86.9,26,""
33229,2010-06-20,    2.9,15, 22.6,25,  7.7,25, 16.5,25, 38.3,26,100.0,26,""
33229,2010-06-21,    0.0,15, 24.5,25,  9.0,25, 16.2,25, 38.1,26,100.0,26,""
33229,2010-06-22,    0.0,15, 24.8,25, 14.0,25, 12.7,25, 50.5,26, 98.9,26,""
33229,2010-06-23,    0.0,15, 23.8,25, 16.2,25, 12.1,25, 48.9,26, 78.2,26,""
33229,2010-06-24,    1.0,15, 21.0,25, 15.0,25, 10.3,25, 74.4,26,100.0,26,""
33229,2010-06-25,    0.9,15, 24.6,25, 15.4,25, 15.4,25, 54.3,26, 96.1,26,""
33229,2010-06-26,    0.0,0, 25.1,25, 11.0,25, 16.0,25, 52.4,26,100.0,26,""
33229,2010-06-27,    0.0,0, 25.6,25, 11.5,25, 14.6,25, 54.2,26,100.0,26,""
33229,2010-06-28,    0.0,0, 23.6,25, 13.7,25, 13.8,25, 50.1,26, 93.2,26,""
33229,2010-06-29,    0.0,0, 24.3,25, 13.4,25, 11.4,25, 52.0,26,100.0,26,""
33229,2010-06-30,    0.0,0, 26.5,25, 13.0,25, 14.3,25, 56.6,26,100.0,26,""
33229,2010-07-01,    0.0,0, 25.5,25, 14.8,25, 11.2,25, 59.5,26,100.0,26,""
33229,2010-07-02,    0.0,0, 21.4,25, 17.5,25,  5.6,25, 68.3,26, 87.1,26,""
33229,2010-07-03,    1.8,15, 20.9,25, 14.3,25, 12.5,25, 56.7,26, 85.9,26,""
33229,2010-07-04,    0.0,15, 21.2,25,  7.4,25, 16.6,25, 34.6,26, 84.5,26,""
33229,2010-07-05,    0.0,15, 23.2,25, 11.7,25, 14.5,25, 45.4,26, 93.9,26,""
33229,2010-07-06,    0.0,15, 24.0,25, 14.5,25,  6.7,25, 58.3,26,100.0,26,""
33229,2010-07-07,    0.0,15, 23.6,25, 14.3,25,  9.1,25, 54.9,26, 98.2,26,""
33229,2010-07-08,    2.0,15, 16.2,25, 11.7,25,  5.4,25, 72.8,26, 97.5,26,""
33229,2010-07-09,    7.3,15, 23.1,25, 11.5,25, 14.6,25, 54.2,26,100.0,26,""
33229,2010-07-10,    0.0,0, 23.6,25, 12.6,25, 14.4,25, 54.6,26,100.0,26,""
33229,2010-07-11,    0.0,0, 24.5,25, 13.5,25, 15.1,25, 50.1,26, 99.6,26,""
33229,2010-07-12,    0.0,0, 23.5,25, 14.4,25, 11.3,25, 61.8,26,100.0,26,""
33229,2010-07-13,    0.0,0, 24.5,25, 14.2,25, 14.4,25, 57.6,26,100.0,26,""
33229,2010-07-14,    0.0,0, 25.7,25, 13.4,25, 14.2,25, 59.1,26,100.0,26,""
33229,2010-07-15,    0.0,0, 24.2,25, 12.4,25, 17.9,25, 29.1,26, 61.2,26,""
33229,2010-07-16,    0.0,0, 21.1,25,  5.9,25, 13.2,25, 40.4,26,100.0,26,""
33229,2010-07-17,    0.0,0, 24.0,25,  7.9,25, 16.3,25, 45.9,26,100.0,26,""
33229,2010-07-18,    0.0,0, 22.7,25, 13.1,25, 14.3,25, 53.7,26, 98.2,26,""
33229,2010-07-19,    0.0,0, 26.0,25, 12.3,25, 14.7,25, 52.4,26,100.0,26,""
33229,2010-07-20,    0.0,0, 24.2,25, 13.8,25, 15.6,25, 52.3,26,100.0,26,""
33229,2010-07-21,    0.0,0, 22.9,25, 10.3,25, 14.0,25, 32.6,26, 72.7,26,""
33229,2010-07-22,    0.0,0, 22.4,25,  7.1,25, 17.0,25, 29.9,26, 80.3,26,""
33229,2010-07-23,    0.0,0, 22.8,25,  6.7,25, 18.0,25, 31.7,26, 89.7,26,""
33229,2010-07-24,    0.0,0, 24.1,25, 12.1,25, 16.2,25, 48.7,26,100.0,26,""
33229,2010-07-25,    0.0,0, 23.2,25, 14.6,25, 10.7,25, 58.8,26,100.0,26,""
33229,2010-07-26,    0.0,0, 23.5,25, 16.3,25, 10.4,25, 59.8,26, 93.4,26,""
33229,2010-07-27,    0.0,0, 22.6,25, 16.4,25,  8.1,25, 60.9,26, 89.6,26,""
33229,2010-07-28,    1.0,15, 24.9,25, 16.9,25,  9.1,25, 63.9,26,100.0,26,""
33229,2010-07-29,    1.4,15, 26.8,25, 16.8,25, 13.6,25, 59.9,26,100.0,26,""
33229,2010-07-30,    0.0,0, 27.4,25, 15.8,25, 11.4,25, 58.9,26,100.0,26,""
33229,2010-07-31,    0.0,0, 28.8,25, 17.3,25, 16.4,25, 58.9,26,100.0,26,""
33229,2010-08-01,    0.0,0, 28.0,25, 15.9,25, 16.3,25, 52.9,26,100.0,26,""
33229,2010-08-02,    0.0,0, 25.2,25, 13.7,25, 19.2,25, 29.0,26, 59.4,26,""
33229,2010-08-03,    0.0,0, 21.9,25,  8.2,25, 19.9,25, 24.7,26, 59.8,26,""
33229,2010-08-04,    0.0,0, 22.9,25,  5.8,25, 19.6,25, 34.7,26,100.0,26,""
33229,2010-08-05,    2.6,0, 22.6,25,  8.5,25,  9.2,25, 56.5,26,100.0,26,""
33229,2010-08-06,    0.0,0, 24.9,25, 15.0,25, 19.0,25, 36.8,26, 68.1,26,""
33229,2010-08-07,    0.0,0, 23.4,25,  5.1,25, 20.1,25, 22.9,26, 75.2,26,""
33229,2010-08-08,    0.0,0, 24.2,25,  4.5,25, 19.7,25, 35.4,26,100.0,26,""
33229,2010-08-09,    0.0,0, 25.0,25, 11.2,25, 15.3,25, 49.6,26,100.0,26,""
33229,2010-08-10,    0.0,0, 26.6,25, 18.0,25,  7.5,25, 62.3,26,100.0,26,""
33229,2010-08-11,   64.9,15, 20.4,25, 14.4,25, 10.1,25, 67.2,26, 98.2,26,""
33229,2010-08-12,    1.1,15, 22.6,25,  6.7,25, 20.7,25, 35.0,26, 97.9,26,""
33229,2010-08-13,    0.0,0, 22.1,25,  6.6,25, 20.9,25, 30.1,26, 82.1,26,""
33229,2010-08-14,    0.0,0, 23.7,25,  4.6,25, 20.9,25, 33.8,26,100.0,26,""
33229,2010-08-15,    0.0,0, 26.8,25,  7.6,25, 20.5,25, 42.3,26,100.0,26,""
33229,2010-08-16,    0.0,0, 26.1,25, 10.5,25, 21.1,25, 34.3,26, 91.4,26,""
33229,2010-08-17,    0.0,0, 24.6,25,  8.5,25, 20.7,25, 42.7,26,100.0,26,""
33229,2010-08-18,    0.0,0, 25.7,25, 13.7,25, 16.8,25, 49.7,26,100.0,26,""
33229,2010-08-19,    0.0,0, 28.2,25, 13.4,25, 18.3,25, 54.7,26,100.0,26,""
33229,2010-08-20,    0.0,0, 24.4,25, 17.0,25,  5.7,25, 77.9,26,100.0,26,""
33229,2010-08-21,    0.0,0, 24.7,25, 17.0,25,  9.6,25, 55.6,26, 89.3,26,""
33229,2010-08-22,    0.0,0, 24.7,25, 14.1,25, 16.5,25, 42.4,26, 82.1,26,""
33229,2010-08-23,    0.0,0, 27.9,25, 14.7,25, 18.1,25, 53.8,26,100.0,26,""
33229,2010-08-24,    0.0,0, 26.0,25, 17.9,25, 12.0,25, 61.3,26,100.0,26,""
33229,2010-08-25,    0.0,0, 19.9,25, 15.3,25,  9.5,25, 53.4,26, 71.4,26,""
33229,2010-08-26,    4.0,0, 15.6,25, 12.0,25,  6.2,25, 78.5,26, 99.2,26,""
33229,2010-08-27,    5.2,0, 22.5,25,  9.7,25, 21.0,25, 49.9,26,100.0,26,""
33229,2010-08-28,    0.0,0, 24.0,25,  7.2,25, 17.7,25, 45.3,26,100.0,26,""
33229,2010-08-29,    0.0,0, 21.9,25, 15.1,25, 12.4,25, 52.2,26, 79.9,26,""
33229,2010-08-30,    0.4,0, 23.7,25, 14.5,25, 16.0,25, 54.6,26, 97.0,26,""
33229,2010-08-31,    0.0,0, 24.8,25, 13.7,25, 20.2,25, 52.7,26,100.0,26,""
33229,2010-09-01,    0.0,0, 25.3,25, 15.8,25, 17.6,25, 50.6,26, 90.9,26,""
33229,2010-09-02,    0.0,0, 26.8,25, 13.2,25, 22.1,25, 51.1,26,100.0,26,""
33229,2010-09-03,    0.0,0, 28.0,25, 12.3,25, 19.2,25, 53.4,26,100.0,26,""
33229,2010-09-04,    0.0,0, 28.3,25, 19.8,25, 14.5,25, 59.0,26, 98.3,26,""
33229,2010-09-05,    8.0,0, 27.3,25, 21.6,25,  9.2,25, 70.6,26, 99.3,26,""
33229,2010-09-06,    7.2,0, 25.1,25, 19.1,25,  9.7,25, 66.5,26, 95.9,26,""
33229,2010-09-07,    2.4,0, 25.5,25, 18.8,25, 11.1,25, 52.7,26, 79.3,26,""
33229,2010-09-08,    0.0,0, 26.4,25, 16.6,25, 19.7,25, 51.1,26, 93.2,26,""
33229,2010-09-09,    0.0,0, 26.1,25, 17.7,25, 18.7,25, 58.9,26, 98.3,26,""
33229,2010-09-10,    0.0,0, 30.6,25, 17.2,25, 14.3,25, 53.7,26,100.0,26,""
33229,2010-09-11,    0.0,0, 28.1,25, 21.1,25, 21.2,25, 31.6,26, 48.0,26,""
33229,2010-09-12,    0.0,0, 26.3,25, 14.4,25, 23.2,25, 47.1,26, 98.2,26,""
33229,2010-09-13,    0.0,0, 27.8,25, 15.2,25, 23.4,25, 47.4,26,100.0,26,""
33229,2010-09-14,    0.0,0, 30.0,25, 14.8,25, 22.9,25, 49.7,26,100.0,26,""
