"","RFID","Date","Weight","stationname"
"87","942 000002679907",2019-05-24 00:00:00,538,"Belmont"
"88","942 000002679907",2019-08-26 00:00:00,634,"Belmont"
"89","942 000002679907",2019-11-11 00:00:00,592,"Belmont"
"90","942 000002679907",2020-03-24 00:00:00,538,"Belmont"
"91","942 000002679947",2017-12-19 00:00:00,514,"Belmont"
"92","942 000002679947",2018-01-11 00:00:00,546,"Belmont"
"93","942 000002679947",2018-02-01 00:00:00,582,"Belmont"
"94","942 000002679947",2018-02-26 00:00:00,510,"Belmont"
"95","942 000002679947",2018-03-09 00:00:00,506,"Belmont"
"96","942 000002679947",2018-03-14 00:00:00,552,"Belmont"
"97","942 000002679947",2018-04-05 00:00:00,556,"Belmont"
"98","942 000002679947",2018-05-24 00:00:00,562,"Belmont"
"99","942 000002679947",2018-08-22 00:00:00,596,"Belmont"
"100","942 000002679947",2018-11-05 00:00:00,463,"Belmont"
"101","942 000002679947",2018-12-21 00:00:00,483,"Belmont"
"102","942 000002679947",2019-02-28 00:00:00,548,"Belmont"
"103","942 000002679947",2019-04-02 00:00:00,522,"Belmont"
"104","942 000002679947",2019-05-24 00:00:00,522,"Belmont"
"105","942 000002679947",2019-08-28 00:00:00,526,"Belmont"
"106","942 000002679947",2020-03-24 00:00:00,530,"Belmont"
"107","942 000002679982",2018-03-05 00:00:00,512,"Belmont"
"108","942 000002679982",2018-05-24 00:00:00,576,"Belmont"
"109","942 000002679982",2018-08-14 00:00:00,552,"Belmont"
"110","942 000002679982",2019-05-20 00:00:00,584,"Belmont"
"111","942 000002679982",2019-08-27 00:00:00,560,"Belmont"
"112","942 000002679982",2019-11-11 00:00:00,508,"Belmont"
"113","942 000002680000",2017-12-19 00:00:00,500,"Belmont"
"114","942 000002680000",2018-01-11 00:00:00,550,"Belmont"
"115","942 000002680000",2018-02-01 00:00:00,566,"Belmont"
"116","942 000002680000",2018-02-26 00:00:00,493,"Belmont"
"117","942 000002680000",2018-03-09 00:00:00,502,"Belmont"
"118","942 000002680000",2018-03-14 00:00:00,516,"Belmont"
"119","942 000002680000",2018-04-05 00:00:00,528,"Belmont"
"120","942 000002680000",2018-05-24 00:00:00,576,"Belmont"
"121","942 000002680000",2018-08-22 00:00:00,608,"Belmont"
"122","942 000002680000",2018-11-05 00:00:00,493,"Belmont"
"123","942 000002680000",2018-12-21 00:00:00,476,"Belmont"
"124","942 000002680000",2019-02-28 00:00:00,530,"Belmont"
"125","942 000002680000",2019-04-02 00:00:00,479,"Belmont"
"126","942 000002680000",2019-05-24 00:00:00,506,"Belmont"
"127","942 000002680000",2019-08-28 00:00:00,538,"Belmont"
"128","942 000002680023",2018-03-07 00:00:00,502,"Belmont"
"129","942 000002680023",2018-05-23 00:00:00,536,"Belmont"
"130","942 000002680023",2018-08-14 00:00:00,572,"Belmont"
"131","942 000002680023",2018-09-18 00:00:00,574,"Belmont"
"132","942 000002680023",2018-11-06 00:00:00,464,"Belmont"
"133","942 000002680023",2018-12-17 00:00:00,484,"Belmont"
"134","942 000002680023",2019-02-25 00:00:00,534,"Belmont"
"135","942 000002680023",2019-05-20 00:00:00,554,"Belmont"
"136","942 000002680023",2019-08-26 00:00:00,586,"Belmont"
"137","942 000002680070",2017-12-19 00:00:00,570,"Belmont"
"138","942 000002680070",2018-01-11 00:00:00,111,"Belmont"
"139","942 000002680070",2018-02-01 00:00:00,608,"Belmont"
"140","942 000002680070",2018-02-26 00:00:00,544,"Belmont"
"141","942 000002680070",2018-03-09 00:00:00,538,"Belmont"
"142","942 000002680070",2018-03-14 00:00:00,570,"Belmont"
"143","942 000002680070",2018-04-05 00:00:00,594,"Belmont"
"144","942 000002680070",2018-05-24 00:00:00,596,"Belmont"
"145","942 000002680070",2018-08-22 00:00:00,626,"Belmont"
"146","942 000002680070",2018-11-05 00:00:00,518,"Belmont"
"147","942 000002680070",2018-12-21 00:00:00,514,"Belmont"
"148","942 000002680070",2019-02-28 00:00:00,590,"Belmont"
"149","942 000002680070",2019-04-02 00:00:00,544,"Belmont"
"150","942 000002680070",2019-05-24 00:00:00,590,"Belmont"
"151","942 000002680070",2019-08-28 00:00:00,608,"Belmont"
"152","942 000002680070",2020-03-24 00:00:00,560,"Belmont"
"153","942 000002680117",2018-03-09 00:00:00,540,"Belmont"
"154","942 000002680117",2018-05-21 00:00:00,594,"Belmont"
"155","942 000002680117",2018-08-14 00:00:00,570,"Belmont"
"156","942 000002680117",2018-12-19 00:00:00,457,"Belmont"
"157","942 000002680117",2019-03-01 00:00:00,488,"Belmont"
"158","942 000002680117",2019-04-02 00:00:00,504,"Belmont"
"159","942 000002680117",2019-05-23 00:00:00,518,"Belmont"
"160","942 000002680117",2019-08-28 00:00:00,540,"Belmont"
"161","942 000002680117",2020-03-24 00:00:00,459,"Belmont"
"162","942 000002680136",2018-03-09 00:00:00,528,"Belmont"
"163","942 000002680136",2018-05-21 00:00:00,556,"Belmont"
"164","942 000002680136",2018-08-22 00:00:00,560,"Belmont"
"165","942 000002680136",2018-12-19 00:00:00,486,"Belmont"
"166","942 000002680136",2019-03-01 00:00:00,502,"Belmont"
"167","942 000002680136",2019-04-02 00:00:00,516,"Belmont"
"168","942 000002680136",2019-05-23 00:00:00,514,"Belmont"
"169","942 000002680136",2019-08-28 00:00:00,560,"Belmont"
"170","942 000002680136",2020-03-24 00:00:00,472,"Belmont"
"171","942 000002680174",2017-12-19 00:00:00,588,"Belmont"
"172","942 000002680174",2018-01-11 00:00:00,586,"Belmont"
"173","942 000002680174",2018-02-01 00:00:00,646,"Belmont"
"174","942 000002680174",2018-02-26 00:00:00,572,"Belmont"
"175","942 000002680174",2018-03-09 00:00:00,568,"Belmont"
"176","942 000002680174",2018-03-14 00:00:00,602,"Belmont"
"177","942 000002680174",2018-04-05 00:00:00,618,"Belmont"
"178","942 000002680174",2018-05-24 00:00:00,640,"Belmont"
"179","942 000002680174",2018-08-22 00:00:00,664,"Belmont"
"180","942 000002680174",2018-11-05 00:00:00,556,"Belmont"
"181","942 000002680174",2018-12-21 00:00:00,530,"Belmont"
"182","942 000002680174",2019-02-28 00:00:00,570,"Belmont"
"183","942 000002680174",2019-04-02 00:00:00,574,"Belmont"
"184","942 000002680174",2019-05-24 00:00:00,594,"Belmont"
"185","942 000002680174",2019-08-28 00:00:00,594,"Belmont"
"186","942 000002680174",2020-03-24 00:00:00,568,"Belmont"
"187","942 000002715538",2018-03-09 00:00:00,534,"Belmont"
