"","RFID","Weight","Date","Location","cattle_id"
"685","982 126055493181",350.2,2023-02-27 01:59:28,"ViedmaB1","63f336dd1743003b6e081b9b"
"686","982 126055493186",740,2023-02-27 02:02:00,"ViedmaB1","63eca29f09a383fcf30aa6b0"
"687","982 126055493180",444.5,2023-02-27 02:02:09,"ViedmaB1","63f336dd1743003b6e081b9e"
"688","982 126055493192",465.89,2023-02-27 02:03:27,"ViedmaB1","63eca29e09a383fcf30aa6ac"
"689","982 126055493177",179.67,2023-02-27 02:03:35,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"690","982 126055493144",482.78,2023-02-27 02:03:35,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"691","982 126055493193",512.93,2023-02-27 02:03:40,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"692","982 126055493525",399.42,2023-02-27 08:23:22,"ViedmaB1","63f336dc1743003b6e081b96"
"693","982 126055493145",420.18,2023-02-27 08:24:56,"ViedmaB1","63f336dc1743003b6e081b99"
"694","982 126055493178",380.42,2023-02-27 08:42:07,"ViedmaB1","63f336dc1743003b6e081b9a"
"695","982 126055493177",406.92,2023-02-27 09:15:48,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"696","982 126055493524",465.54,2023-02-27 09:15:48,"ViedmaB1","63eca29f09a383fcf30aa6b3"
"697","982 126055493194",408,2023-02-27 09:15:53,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"698","982 126055493187",500.33,2023-02-27 09:16:06,"ViedmaB1","63eca29f09a383fcf30aa6b6"
"699","982 126055493184",449.15,2023-02-27 09:27:47,"ViedmaB1","63f336dd1743003b6e081b9d"
"700","982 126055493190",378.7,2023-02-27 09:31:20,"ViedmaB1","63eca2a009a383fcf30aa6b8"
"701","982 126055493193",485.29,2023-02-27 09:35:33,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"702","982 126055493191",427.55,2023-02-27 09:36:28,"ViedmaB1","63f336dc1743003b6e081b97"
"703","982 126055493141",404.9,2023-02-27 09:37:05,"ViedmaB1","63eca2a109a383fcf30aa6bb"
"704","982 126055493140",562.67,2023-02-27 09:37:26,"ViedmaB1","63eca2a109a383fcf30aa6be"
"705","982 126055493189",476.89,2023-02-27 09:38:16,"ViedmaB1","63eca2a209a383fcf30aa6c1"
"706","982 126055493190",390,2023-02-27 09:44:21,"ViedmaB1","63eca2a009a383fcf30aa6b8"
"707","982 126055493185",489,2023-02-27 09:49:21,"ViedmaB1","63eca2a209a383fcf30aa6c2"
"708","982 126055493172",402.71,2023-02-27 09:50:10,"ViedmaB1","63eca29e09a383fcf30aa6ad"
"709","982 126055493173",307.8,2023-02-27 09:50:55,"ViedmaB1","63f336dd1743003b6e081b9c"
"710","982 126055493524",369.82,2023-02-27 09:51:26,"ViedmaB1","63eca29f09a383fcf30aa6b3"
"711","982 126055493175",325.8,2023-02-27 09:55:24,"ViedmaB1","63eca29f09a383fcf30aa6b4"
"712","982 126055493144",483,2023-02-27 10:03:17,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"713","982 126055493182",542.25,2023-02-27 10:03:24,"ViedmaB1","63eca2a109a383fcf30aa6bf"
"714","982 126055493194",431.54,2023-02-27 10:03:29,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"715","982 126055493180",444.9,2023-02-27 10:07:12,"ViedmaB1","63f336dd1743003b6e081b9e"
"716","982 126055493525",643.88,2023-02-27 10:09:01,"ViedmaB1","63f336dc1743003b6e081b96"
"717","982 126055493142",428.19,2023-02-27 10:09:01,"ViedmaB1","63eca2a109a383fcf30aa6bc"
"718","982 126055493174",486.5,2023-02-27 10:10:52,"ViedmaB1","63eca29f09a383fcf30aa6b5"
"719","982 126055493177",410.87,2023-02-27 10:15:05,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"720","982 126055493178",476.47,2023-02-27 10:31:30,"ViedmaB1","63f336dc1743003b6e081b9a"
"721","982 126055493183",369.67,2023-02-27 10:33:27,"ViedmaB1","63f336dc1743003b6e081b98"
"722","982 126055493195",462,2023-02-27 21:01:05,"ViedmaB1","63eca29e09a383fcf30aa6af"
"723","982 126055493191",371.65,2023-02-27 21:01:18,"ViedmaB1","63f336dc1743003b6e081b97"
"724","982 126055493178",414.81,2023-02-27 21:01:18,"ViedmaB1","63f336dc1743003b6e081b9a"
"725","982 126055493176",451.81,2023-02-27 21:01:23,"ViedmaB1","63eca29f09a383fcf30aa6b1"
"726","982 126055493187",417.76,2023-02-27 21:01:23,"ViedmaB1","63eca29f09a383fcf30aa6b6"
"727","982 126055493173",76,2023-02-27 21:01:24,"ViedmaB1","63f336dd1743003b6e081b9c"
"728","982 126055493180",548.64,2023-02-27 21:01:32,"ViedmaB1","63f336dd1743003b6e081b9e"
"729","982 126055493190",418.23,2023-02-27 21:01:44,"ViedmaB1","63eca2a009a383fcf30aa6b8"
"730","982 126055493183",512.08,2023-02-27 21:01:53,"ViedmaB1","63f336dc1743003b6e081b98"
"731","982 126055493192",572.19,2023-02-27 21:02:31,"ViedmaB1","63eca29e09a383fcf30aa6ac"
"732","982 126055493175",393.8,2023-02-27 21:02:31,"ViedmaB1","63eca29f09a383fcf30aa6b4"
"733","032 010001234771",518.41,2023-02-27 21:02:31,"ViedmaB1","63eca29e09a383fcf30aa6aa"
"734","982 126055493194",518.41,2023-02-27 21:02:31,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"735","032 010001234771",427.44,2023-02-27 21:02:31,"ViedmaB1","63eca29e09a383fcf30aa6aa"
"736","982 126055493194",425.1,2023-02-27 21:02:31,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"737","982 126055493189",459.95,2023-02-27 21:02:34,"ViedmaB1","63eca2a209a383fcf30aa6c1"
"738","982 126055493525",0,2023-02-27 21:02:34,"ViedmaB1","63f336dc1743003b6e081b96"
