"","RFID","Date","Weight","stationname"
"250","942 000026155798",2018-03-02,348,"Berrigurra"
"251","942 000026155802",2017-11-03,240,"Berrigurra"
"252","942 000026155802",2018-02-07,324,"Berrigurra"
"253","942 000026155802",2018-03-02,318,"Berrigurra"
"254","942 000026155813",2017-11-03,242,"Berrigurra"
"255","942 000026155813",2018-02-07,362,"Berrigurra"
"256","942 000026155813",2018-03-02,340,"Berrigurra"
"257","942 000026155847",2017-11-03,258,"Berrigurra"
"258","942 000026155847",2018-02-07,356,"Berrigurra"
"259","942 000026155847",2018-03-02,354,"Berrigurra"
"260","942 000026155848",2017-11-03,262,"Berrigurra"
"261","942 000026155848",2018-03-02,308,"Berrigurra"
"262","942 000026155856",2017-11-03,234,"Berrigurra"
"263","942 000026155856",2018-02-07,320,"Berrigurra"
"264","942 000026155856",2018-03-02,306,"Berrigurra"
"265","942 000026155867",2017-11-03,252,"Berrigurra"
"266","942 000026155867",2018-02-07,340,"Berrigurra"
"267","942 000026155867",2018-03-02,328,"Berrigurra"
"268","942 000026155873",2017-11-03,274,"Berrigurra"
"269","942 000026155873",2018-02-07,376,"Berrigurra"
"270","942 000026155873",2018-03-02,368,"Berrigurra"
"271","942 000026155886",2017-11-03,220,"Berrigurra"
"272","942 000026155886",2018-02-07,304,"Berrigurra"
"273","942 000026155886",2018-03-02,290,"Berrigurra"
"274","942 000026155909",2017-11-03,232,"Berrigurra"
"275","942 000026155909",2018-02-07,360,"Berrigurra"
"276","942 000026155909",2018-03-02,328,"Berrigurra"
"277","942 000026155932",2017-11-03,250,"Berrigurra"
"278","942 000026155932",2018-02-07,344,"Berrigurra"
"279","942 000026155932",2018-03-02,322,"Berrigurra"
"280","942 000026155997",2017-11-03,216,"Berrigurra"
"281","942 000026155997",2018-02-07,306,"Berrigurra"
"282","942 000026155997",2018-03-02,290,"Berrigurra"
"283","942 000026156002",2017-11-03,248,"Berrigurra"
"284","942 000026156002",2018-02-07,350,"Berrigurra"
"285","942 000026156002",2018-03-02,338,"Berrigurra"
"286","942 000026156029",2017-11-03,240,"Berrigurra"
"287","942 000026156029",2018-02-07,318,"Berrigurra"
"288","942 000026156029",2018-03-02,292,"Berrigurra"
"289","942 000026156030",2017-11-03,254,"Berrigurra"
"290","942 000026156030",2018-02-07,362,"Berrigurra"
"291","942 000026156030",2018-03-02,318,"Berrigurra"
"292","942 000026156035",2017-11-03,276,"Berrigurra"
"293","942 000026156035",2018-02-07,378,"Berrigurra"
"294","942 000026156035",2018-03-02,348,"Berrigurra"
"295","942 000026156037",2017-11-03,264,"Berrigurra"
"296","942 000026156037",2018-02-07,384,"Berrigurra"
"297","942 000026156037",2018-03-02,360,"Berrigurra"
"298","942 000026156052",2017-11-03,230,"Berrigurra"
"299","942 000026156052",2018-02-07,310,"Berrigurra"
"300","942 000026156052",2018-03-02,286,"Berrigurra"
"301","942 000026156065",2017-11-03,240,"Berrigurra"
"302","942 000026156065",2018-02-07,386,"Berrigurra"
"303","942 000026156065",2018-03-02,382,"Berrigurra"
"304","942 000026156088",2017-11-03,258,"Berrigurra"
"305","942 000026156088",2018-02-07,340,"Berrigurra"
"306","942 000026156088",2018-03-02,324,"Berrigurra"
"307","942 000026156093",2017-11-03,240,"Berrigurra"
"308","942 000026156093",2018-02-07,342,"Berrigurra"
"309","942 000026156093",2018-03-02,314,"Berrigurra"
"310","942 000026156101",2017-11-03,234,"Berrigurra"
"311","942 000026156101",2018-02-07,322,"Berrigurra"
"312","942 000026156101",2018-03-02,326,"Berrigurra"
"313","942 000026156125",2017-11-03,230,"Berrigurra"
"314","942 000026156125",2018-02-07,368,"Berrigurra"
"315","942 000026156125",2018-03-02,360,"Berrigurra"
"316","942 000026156160",2018-02-07,318,"Berrigurra"
"317","942 000026156160",2018-03-02,310,"Berrigurra"
"318","942 000026156202",2017-11-03,274,"Berrigurra"
"319","942 000026156202",2018-02-07,388,"Berrigurra"
"320","942 000026156202",2018-03-02,382,"Berrigurra"
"321","942 000026156206",2018-02-07,320,"Berrigurra"
"322","942 000026156206",2018-03-02,306,"Berrigurra"
"323","942 000026156219",2018-02-07,274,"Berrigurra"
"324","942 000026156219",2018-03-02,284,"Berrigurra"
"325","942 000026156237",2017-11-03,250,"Berrigurra"
"326","942 000026156237",2018-02-07,328,"Berrigurra"
"327","942 000026156237",2018-03-02,304,"Berrigurra"
"328","942 000026156243",2017-11-03,240,"Berrigurra"
"329","942 000026156243",2018-02-07,334,"Berrigurra"
"330","942 000026156243",2018-03-02,328,"Berrigurra"
"331","942 000026156250",2018-02-07,338,"Berrigurra"
"332","942 000026156250",2018-03-02,302,"Berrigurra"
"333","942 000026156254",2017-11-03,232,"Berrigurra"
"334","942 000026156254",2018-03-02,304,"Berrigurra"
"335","942 000026156256",2017-11-03,278,"Berrigurra"
"336","942 000026156256",2018-02-07,368,"Berrigurra"
"337","942 000026156256",2018-03-02,352,"Berrigurra"
"338","942 000026156261",2017-11-03,240,"Berrigurra"
"339","942 000026156261",2018-02-07,346,"Berrigurra"
"340","942 000026156261",2018-03-02,310,"Berrigurra"
"341","942 000026156265",2017-11-03,258,"Berrigurra"
"342","942 000026156265",2018-02-07,366,"Berrigurra"
"343","942 000026156265",2018-03-02,348,"Berrigurra"
"344","942 000026156273",2017-11-03,244,"Berrigurra"
"345","942 000026156273",2018-02-07,350,"Berrigurra"
"346","942 000026156273",2018-03-02,316,"Berrigurra"
"347","942 000026156281",2017-11-03,240,"Berrigurra"
"348","942 000026156281",2018-02-07,356,"Berrigurra"
"349","942 000026156281",2018-03-02,322,"Berrigurra"
"350","942 000026156292",2018-02-07,322,"Berrigurra"
"351","942 000026156292",2018-03-02,292,"Berrigurra"
"352","942 000026156309",2017-11-03,270,"Berrigurra"
