"","RFID","Weight","Date","Location","cattle_id"
"111","964 001030932179",504.57,2021-06-17 06:16:17,"latijereta","60dd086523670000fc0049d8"
"112","964 001030932123",290.13,2021-06-17 06:17:26,"latijereta","60dd085b23670000fc0049a0"
"113","964 001030932175",374.86,2021-06-17 06:17:26,"latijereta","60dd086423670000fc0049d4"
"114","964 001030932008",199.8,2021-06-17 06:17:26,"latijereta","60dd084723670000fc00492d"
"115","964 001030932128",332.68,2021-06-17 06:17:26,"latijereta","60dd085c23670000fc0049a5"
"116","964 001030932136",372.27,2021-06-17 06:18:49,"latijereta","60dd085d23670000fc0049ad"
"117","964 001030932100",645.49,2021-06-17 06:18:49,"latijereta","60dd085523670000fc004989"
"118","964 001030932144",248.08,2021-06-17 06:18:49,"latijereta","60dd085e23670000fc0049b5"
"119","964 001030932016",537.19,2021-06-17 06:18:49,"latijereta","60dd084823670000fc004935"
"120","964 001030932100",531.19,2021-06-17 06:18:49,"latijereta","60dd085523670000fc004989"
"121","964 001030932016",536.4,2021-06-17 06:18:49,"latijereta","60dd084823670000fc004935"
"122","964 001030932168",244.6,2021-06-17 06:18:49,"latijereta","60dd086323670000fc0049cd"
"123","964 001030932100",324.35,2021-06-17 06:18:49,"latijereta","60dd085523670000fc004989"
"124","964 001030932069",267.72,2021-06-17 06:18:49,"latijereta","60dd085123670000fc00496a"
"125","964 001030932016",641.3,2021-06-17 06:18:49,"latijereta","60dd084823670000fc004935"
"126","964 001030932149",191.76,2021-06-17 06:18:49,"latijereta","60dd085f23670000fc0049ba"
"127","964 001030932100",536.83,2021-06-17 06:18:49,"latijereta","60dd085523670000fc004989"
"128","964 001030932121",226.44,2021-06-17 06:19:05,"latijereta","60dd085b23670000fc00499e"
"129","964 001030932055",238.74,2021-06-17 06:20:08,"latijereta","60dd084e23670000fc00495c"
"130","964 001030932200",377.71,2021-06-17 06:21:53,"latijereta","60dd086923670000fc0049ed"
"131","964 001030932129",222.92,2021-06-17 06:23:41,"latijereta","60dd085c23670000fc0049a6"
"132","964 001030932140",238.48,2021-06-17 06:24:31,"latijereta","60dd085e23670000fc0049b1"
"133","964 001030932088",234,2021-06-17 06:28:20,"latijereta","60dd085423670000fc00497d"
"134","964 001030932008",134.65,2021-06-17 06:38:11,"latijereta","60dd084723670000fc00492d"
"135","964 001030932136",131.31,2021-06-17 06:38:11,"latijereta","60dd085d23670000fc0049ad"
"136","964 001030932181",243.13,2021-06-17 06:38:11,"latijereta","60dd086523670000fc0049da"
"137","964 001030932063",271.74,2021-06-17 06:38:42,"latijereta","60dd085023670000fc004964"
"138","964 001030932031",195.13,2021-06-17 06:38:42,"latijereta","60dd084a23670000fc004944"
"139","964 001030932173",243.75,2021-06-17 06:38:58,"latijereta","60dd086423670000fc0049d2"
"140","964 001030932011",255.78,2021-06-17 06:39:20,"latijereta","60dd084723670000fc004930"
"141","964 001030932114",203.14,2021-06-17 06:41:23,"latijereta","60dd085923670000fc004997"
"142","964 001030932154",216.09,2021-06-17 06:43:21,"latijereta","60dd086023670000fc0049bf"
"143","964 001030932094",268.87,2021-06-17 06:43:55,"latijereta","60dd085423670000fc004983"
"144","964 001030932164",254.94,2021-06-17 06:48:16,"latijereta","60dd086223670000fc0049c9"
"145","964 001030932163",250.99,2021-06-17 06:48:16,"latijereta","60dd086223670000fc0049c8"
"146","964 001030932079",209.92,2021-06-17 06:57:51,"latijereta","60dd085223670000fc004974"
"147","964 001030932076",353.81,2021-06-17 06:58:27,"latijereta","60dd085223670000fc004971"
"148","964 001030932194",429.71,2021-06-17 06:58:27,"latijereta","60dd086823670000fc0049e7"
"149","964 001030932061",229.31,2021-06-17 06:58:27,"latijereta","60dd085023670000fc004962"
"150","964 001030932077",241.71,2021-06-17 06:58:27,"latijereta","60dd085223670000fc004972"
"151","964 001030932011",250.79,2021-06-17 06:58:41,"latijereta","60dd084723670000fc004930"
"152","964 001030932202",386.21,2021-06-17 07:01:42,"latijereta","60dd086923670000fc0049ef"
"153","964 001030932126",367.8,2021-06-17 07:01:42,"latijereta","60dd085c23670000fc0049a3"
"154","964 001030932209",374.44,2021-06-17 07:01:42,"latijereta","60dd086b23670000fc0049f6"
"155","964 001030932009",352.83,2021-06-17 07:01:42,"latijereta","60dd084723670000fc00492e"
"156","964 001030932005",263.65,2021-06-17 07:01:42,"latijereta","60dd084623670000fc00492a"
"157","964 001030932190",328.64,2021-06-17 07:01:42,"latijereta","60dd086723670000fc0049e3"
"158","964 001030932051",241.56,2021-06-17 07:02:13,"latijereta","60dd084d23670000fc004958"
"159","964 001030932193",230.27,2021-06-17 07:02:47,"latijereta","60dd086723670000fc0049e6"
"160","964 001030932021",253.42,2021-06-17 07:03:06,"latijereta","60dd084923670000fc00493a"
"161","964 001030932048",207.91,2021-06-17 07:03:15,"latijereta","60dd084d23670000fc004955"
"162","964 001030932178",273.84,2021-06-17 07:04:23,"latijereta","60dd086523670000fc0049d7"
"163","964 001030932062",216.22,2021-06-17 07:04:23,"latijereta","60dd085023670000fc004963"
"164","964 001030932162",227.8,2021-06-17 07:04:23,"latijereta","60dd086223670000fc0049c7"
"165","964 001030932130",243.71,2021-06-17 07:04:23,"latijereta","60dd085c23670000fc0049a7"
"166","964 001030932098",197.61,2021-06-17 07:05:37,"latijereta","60dd085523670000fc004987"
"167","964 001030932142",240.97,2021-06-17 07:05:37,"latijereta","60dd085e23670000fc0049b3"
"168","964 001030932139",248.79,2021-06-17 07:26:43,"latijereta","60dd085e23670000fc0049b0"
"169","964 001030932111",287.86,2021-06-17 07:27:00,"latijereta","60dd085823670000fc004994"
"170","964 001030932043",249.8,2021-06-17 07:27:00,"latijereta","60dd084c23670000fc004950"
"171","964 001030932219",439.43,2021-06-17 07:28:50,"latijereta","60dd086e23670000fc004a00"
"172","964 001030932138",213.5,2021-06-17 07:28:50,"latijereta","60dd085d23670000fc0049af"
"173","964 001030932138",472.58,2021-06-17 07:28:50,"latijereta","60dd085d23670000fc0049af"
"174","964 001030932219",470.08,2021-06-17 07:28:50,"latijereta","60dd086e23670000fc004a00"
"175","964 001030932176",256.87,2021-06-17 07:28:50,"latijereta","60dd086523670000fc0049d5"
"176","964 001030932109",252.51,2021-06-17 07:29:41,"latijereta","60dd085723670000fc004992"
"177","964 001030932029",202.14,2021-06-17 07:29:41,"latijereta","60dd084a23670000fc004942"
"178","964 001030932100",338.5,2021-06-17 07:31:33,"latijereta","60dd085523670000fc004989"
"179","964 001030932025",216.78,2021-06-17 07:31:33,"latijereta","60dd084923670000fc00493e"
"180","964 001030932041",253.71,2021-06-17 07:31:33,"latijereta","60dd084b23670000fc00494e"
"181","964 001030932047",242.03,2021-06-17 07:31:33,"latijereta","60dd084d23670000fc004954"
"182","964 001030932073",233.24,2021-06-17 07:31:33,"latijereta","60dd085223670000fc00496e"
"183","964 001030932055",221.79,2021-06-17 07:32:12,"latijereta","60dd084e23670000fc00495c"
"184","964 001030932212",214.93,2021-06-17 07:33:10,"latijereta","60dd086c23670000fc0049f9"
"185","964 001030932208",231.25,2021-06-17 07:35:26,"latijereta","60dd086a23670000fc0049f5"
"186","964 001030932092",190.96,2021-06-17 07:36:26,"latijereta","60dd085423670000fc004981"
"187","964 001030932200",439.28,2021-06-17 07:37:55,"latijereta","60dd086923670000fc0049ed"
"188","964 001030932092",188.9,2021-06-17 07:41:34,"latijereta","60dd085423670000fc004981"
"189","964 001030932014",211.24,2021-06-17 07:49:50,"latijereta","60dd084823670000fc004933"
"190","964 001030932054",255.65,2021-06-17 07:50:10,"latijereta","60dd084e23670000fc00495b"
"191","964 001030932082",248.66,2021-06-17 08:33:16,"latijereta","60dd085323670000fc004977"
"192","964 001030932130",240.62,2021-06-17 15:31:09,"latijereta","60dd085c23670000fc0049a7"
"193","964 001030932192",366.11,2021-06-17 15:40:03,"latijereta","60dd086723670000fc0049e5"
"194","964 001030932081",290.53,2021-06-17 15:40:33,"latijereta","60dd085323670000fc004976"
"195","964 001030932189",238.68,2021-06-17 15:41:11,"latijereta","60dd086723670000fc0049e2"
"196","964 001030932110",248.66,2021-06-17 15:42:20,"latijereta","60dd085823670000fc004993"
"197","964 001030932074",242.83,2021-06-17 17:04:18,"latijereta","60dd085223670000fc00496f"
"198","964 001030932026",219.28,2021-06-17 17:17:22,"latijereta","60dd084923670000fc00493f"
"199","964 001030932127",269.04,2021-06-17 17:17:22,"latijereta","60dd085c23670000fc0049a4"
"200","964 001030932215",228.97,2021-06-17 20:46:53,"latijereta","60dd086d23670000fc0049fc"
"201","964 001030932143",386.86,2021-06-17 20:49:21,"latijereta","60dd085e23670000fc0049b4"
"202","964 001030932044",262.67,2021-06-17 21:14:57,"latijereta","60dd084c23670000fc004951"
"203","964 001030932168",367.37,2021-06-17 21:14:57,"latijereta","60dd086323670000fc0049cd"
"204","964 001030932186",276.94,2021-06-17 22:14:40,"latijereta","60dd086623670000fc0049df"
"205","964 001030932094",121.21,2021-06-17 22:21:26,"latijereta","60dd085423670000fc004983"
"206","964 001030932207",238.1,2021-06-17 22:30:07,"latijereta","60dd086a23670000fc0049f4"
"207","964 001030932146",250.3,2021-06-17 22:34:34,"latijereta","60dd085f23670000fc0049b7"
"208","964 001030932071",232.23,2021-06-17 22:34:34,"latijereta","60dd085123670000fc00496c"
"209","964 001030932010",233.35,2021-06-17 23:16:12,"latijereta","60dd084723670000fc00492f"
"210","964 001030932031",191.25,2021-06-17 23:19:26,"latijereta","60dd084a23670000fc004944"
"211","964 001030932040",218.33,2021-06-17 23:23:06,"latijereta","60dd084b23670000fc00494d"
"212","964 001030932098",101.26,2021-06-17 23:23:26,"latijereta","60dd085523670000fc004987"
"213","964 001030932076",120.66,2021-06-17 23:57:36,"latijereta","60dd085223670000fc004971"
"214","964 001030932186",117.84,2021-06-18 00:25:35,"latijereta","60dd086623670000fc0049df"
"215","964 001030932027",257.37,2021-06-18 00:25:35,"latijereta","60dd084923670000fc004940"
"216","964 001030932123",231.58,2021-06-18 00:26:02,"latijereta","60dd085b23670000fc0049a0"
"217","964 001030932019",224.99,2021-06-18 00:27:29,"latijereta","60dd084823670000fc004938"
"218","964 001030932027",385.13,2021-06-18 00:27:29,"latijereta","60dd084923670000fc004940"
"219","964 001030932166",385.32,2021-06-18 00:35:07,"latijereta","60dd086323670000fc0049cb"
"220","964 001030932086",358.04,2021-06-18 00:35:37,"latijereta","60dd085323670000fc00497b"
"221","964 001030932073",237.81,2021-06-18 00:35:37,"latijereta","60dd085223670000fc00496e"
"222","964 001030932143",233.93,2021-06-18 00:36:48,"latijereta","60dd085e23670000fc0049b4"
"223","964 001030932003",275.63,2021-06-18 00:38:59,"latijereta","60dd084623670000fc004928"
"224","964 001030932134",222.52,2021-06-18 00:41:56,"latijereta","60dd085d23670000fc0049ab"
"225","964 001030932166",368.12,2021-06-18 00:45:01,"latijereta","60dd086323670000fc0049cb"
"226","964 001030932139",259.27,2021-06-18 00:55:35,"latijereta","60dd085e23670000fc0049b0"
"227","964 001030932217",252.78,2021-06-18 01:22:15,"latijereta","60dd086d23670000fc0049fe"
"228","964 001030932192",237.64,2021-06-18 01:29:57,"latijereta","60dd086723670000fc0049e5"
"229","964 001030932045",225.29,2021-06-18 01:31:55,"latijereta","60dd084c23670000fc004952"
"230","964 001030932144",236.33,2021-06-18 01:32:59,"latijereta","60dd085e23670000fc0049b5"
"231","964 001030932102",314.62,2021-06-18 01:35:13,"latijereta","60dd085623670000fc00498b"
"232","964 001030932158",224.69,2021-06-18 01:35:13,"latijereta","60dd086123670000fc0049c3"
"233","964 001030932004",237.03,2021-06-18 01:35:13,"latijereta","60dd084623670000fc004929"
