"","RFID","Date","Weight","stationname"
"167","982 123743176576",2021-04-16,271,"Carisma"
"168","982 123743177363",2021-04-16,235,"Carisma"
"169","982 123743177154",2021-04-16,318,"Carisma"
"170","982 123743177560",2021-04-16,274,"Carisma"
"171","982 123743177325",2021-04-16,238,"Carisma"
"172","982 123743177010",2021-04-16,281,"Carisma"
"173","982 123522409799",2021-05-01,610,"Carisma"
"174","982 123474197700",2021-04-30,546,"Carisma"
"175","982 123522409722",2021-04-30,614,"Carisma"
"176","982 123531030228",2021-04-30,574,"Carisma"
"177","982 123742929490",2021-05-01,588,"Carisma"
"178","982 123531029603",2021-05-01,558,"Carisma"
"179","982 123531029595",2021-05-01,610,"Carisma"
"180","951 000308937021",2021-05-01,626,"Carisma"
"181","951 000308937027",2021-05-01,572,"Carisma"
"182","951 000308937019",2021-04-30,676,"Carisma"
"183","951 000308937030",2021-04-30,564,"Carisma"
"184","951 000308937075",2021-04-30,632,"Carisma"
"185","951 000308936916",2021-05-01,488,"Carisma"
"186","951 000308936966",2021-05-01,584,"Carisma"
"187","951 000308936911",2021-04-30,644,"Carisma"
"188","951 000308936929",2021-05-01,584,"Carisma"
"189","951 000308937070",2021-05-01,534,"Carisma"
"190","951 000308937015",2021-04-30,474,"Carisma"
"191","951 000308937081",2021-04-30,594,"Carisma"
"192","951 000308937055",2021-05-01,473,"Carisma"
"193","951 000308937011",2021-04-30,518,"Carisma"
"194","951 000308936983",2021-05-01,451,"Carisma"
"195","951 000308502418",2021-05-01,758,"Carisma"
"196","982 123531029612",2021-04-30,648,"Carisma"
"197","942 000028809445",2021-04-30,608,"Carisma"
"198","982 123551647882",2021-05-01,584,"Carisma"
"199","942 000032548227",2021-05-01,518,"Carisma"
"200","982 123742929475",2021-05-01,168,"Carisma"
"201","982 123742929496",2021-05-01,164,"Carisma"
